"","date","avgDlWindSpeedMPH","avgDlWindDirectionDegrees","periodLength15","periodLength20","periodLength25","pseudoWindSpeed","avgDlWindDirectionDegreesGt15","avgDlWindSpeedMPHGt15","high"
"93",2012-04-06,12.0939597315436,142.869127516779,57,0,0,15,117.932203389831,16.6610169491525,19
"94",2012-04-07,16.81,62.1633333333333,91,82,0,20,44.7802197802198,23.1318681318681,26
"95",2012-05-25,17.7916056988833,62.5823286127868,109,82,39,25,50.8419251492646,22.9716906946265,29
"96",2012-05-26,16.9125786163522,57.6496855345912,104,52,0,20,49.5401709401709,19.7820512820513,25.9
"97",2012-05-27,11.8018867924528,66.4811320754717,44,0,0,15,61.5535714285714,18.1875,22
"98",2012-05-28,13.7232704402516,63.2578616352201,73,38,0,20,49.093023255814,19.6627906976744,26
"99",2012-05-29,13.05,51.775,92,24,0,20,39.429347826087,18.7608695652174,22
"100",2012-05-30,8.69286700187321,78.9545376121463,0,0,0,0,NA,NA,19
"101",2012-05-31,9.3792270531401,101.888543823326,0,0,0,0,NA,NA,23
"102",2012-06-01,9.00172532781228,118.758109040718,0,0,0,0,NA,NA,17
"103",2012-06-02,11.0714285714286,60.0776397515528,68,0,0,15,44.2647058823529,17.9852941176471,22
"104",2012-06-03,5.59006211180124,98.3913043478261,0,0,0,0,NA,NA,13
"105",2012-06-04,6.80124223602484,87.583850931677,0,0,0,0,NA,NA,17
"106",2012-06-05,12.1366459627329,150.937888198758,0,0,0,0,NA,NA,22
"107",2012-06-06,10.9906832298137,183.285714285714,0,0,0,0,NA,NA,36
"108",2012-06-07,11.8850931677019,181.052795031056,26,0,0,15,223.24,17.3,21
"109",2012-06-08,10.723602484472,127.61801242236,0,0,0,0,NA,NA,15
"110",2012-06-09,12.3416149068323,142.717391304348,35,0,0,15,145.230769230769,16.0192307692308,18
"111",2012-06-10,13.3012422360248,131.521739130435,0,0,0,0,NA,NA,20
"112",2012-06-11,12.9782608695652,90.8819875776397,59,24,0,20,52.3524590163934,19.0245901639344,23
"113",2012-06-12,15.0403726708075,61.332298136646,110,0,0,15,53.3318965517241,18.0215517241379,21
"114",2012-06-13,16.5339506172839,51.0987654320988,102,40,0,20,47.8039215686275,18.9313725490196,23
"115",2012-06-14,12.6388888888889,66.3302469135803,69,34,0,20,51.6739130434783,19.5217391304348,23
"116",2012-06-15,10.6211180124224,80.4844720496894,0,0,0,0,NA,NA,23
"117",2012-06-16,12.9596273291925,58.1180124223603,85,0,0,15,48.3647058823529,18.1176470588235,21
"118",2012-06-17,10.7670807453416,62.388198757764,70,0,0,15,48.4214285714286,17.2571428571429,20
"119",2012-06-18,12.3260869565217,61.1149068322981,70,0,0,15,46.5921052631579,18,21
"120",2012-06-19,14.9130434782609,59.388198757764,56,0,0,15,50,18.3658536585366,26
"121",2012-06-20,10.9565217391304,55.8757763975155,0,0,0,0,NA,NA,15
"122",2012-06-21,8.27329192546584,250.664596273292,0,0,0,0,NA,NA,13
"123",2012-06-22,8.03726708074534,279.757763975155,0,0,0,0,NA,NA,13
"124",2012-06-23,10.1180124223602,190.347826086957,0,0,0,0,NA,NA,18
"125",2012-06-24,7.80434782608696,204.201863354037,0,0,0,0,NA,NA,17
"126",2012-06-25,9.69772256728779,240.531055900621,0,0,0,0,NA,NA,17
"127",2012-06-26,5.4472049689441,193.046583850932,0,0,0,0,NA,NA,12
"128",2012-06-27,7.72049689440994,91.555900621118,0,0,0,0,NA,NA,18
"129",2012-06-28,11.639751552795,90.5496894409938,66,0,0,15,47.4015151515151,16.719696969697,18
"130",2012-06-29,8.92546583850932,105.39751552795,25,0,0,15,46.5,18.3571428571429,23
"131",2012-06-30,9.91614906832298,121.475155279503,0,0,0,0,NA,NA,15
"132",2012-07-01,12.2950310559006,76.2049689440994,70,0,0,15,56.7571428571429,18.4285714285714,22
"133",2012-07-02,14.6335403726708,66.7857142857143,101,0,0,15,56.8465346534653,18.3217821782178,22
"134",2012-07-03,13.9037267080745,57.8416149068323,84,0,0,15,47.1428571428571,17.7440476190476,21
"135",2012-07-04,9.87888198757764,55.3975155279503,25,0,0,15,37.5566037735849,15.8962264150943,19
"136",2012-07-05,10.44375,71.6375,58,0,0,15,50.4491525423729,16.4322033898305,19
"137",2012-07-06,10.91875,51.80625,27,0,0,15,33.3333333333333,15.5,17
"138",2012-07-07,11.51875,64.6875,40,0,0,15,51.234693877551,17.4285714285714,25
"139",2012-07-08,9.571875,72.35,0,0,0,0,NA,NA,16
"140",2012-07-09,15.20625,62.971875,71,0,0,15,57.1495327102804,17.7196261682243,22
"141",2012-07-10,13.7625,53.053125,73,0,0,15,44.6712328767123,17.6575342465753,21
"142",2012-07-11,9.690625,83.284375,35,0,0,15,48.4673913043478,17.8695652173913,21
"143",2012-07-12,9.79375,89.4625,0,0,0,0,NA,NA,23
"144",2012-07-13,10.728125,73.9,42,0,0,15,49.53125,16.2395833333333,20
"145",2012-07-14,9.690625,59.715625,0,0,0,0,NA,NA,15
"146",2012-07-15,9.465625,64.875,0,0,0,0,NA,NA,16
"147",2012-07-16,10.265625,81.071875,47,0,0,15,47.4893617021277,16.7021276595745,21
"148",2012-07-17,8.4375,79.909375,33,0,0,15,59.7205882352941,16.4705882352941,21
"149",2012-07-18,8.38679245283019,91.4591194968554,0,0,0,0,NA,NA,24
"150",2012-07-19,16.0566037735849,60.8710691823899,105,0,0,15,53.1554621848739,18.4243697478992,23
"151",2012-07-20,15.0566037735849,53.9779874213836,83,0,0,15,46.8101851851852,16.6990740740741,22
"152",2012-07-21,9.0440251572327,82.811320754717,0,0,0,0,NA,NA,18
"153",2012-07-22,11.1320754716981,52.9779874213836,35,0,0,15,49.9651162790698,16.7325581395349,20
"154",2012-07-23,9.92088607594937,71.2816455696203,0,0,0,0,NA,NA,20
"155",2012-07-24,8.66139240506329,102.25,0,0,0,0,NA,NA,21
"156",2012-07-25,10.6012658227848,45.7753164556962,42,0,0,15,45.4363636363636,16.0545454545455,18
"157",2012-07-26,10.9145569620253,62.9873417721519,28,0,0,15,48.3981481481481,16.5185185185185,22
"158",2012-07-27,9.89873417721519,88.1424050632911,24,0,0,15,51.4285714285714,16.6428571428571,19
"159",2012-07-28,10.7341772151899,50.6645569620253,0,0,0,0,NA,NA,17
"160",2012-07-29,12.2943037974684,39.2056962025316,0,0,0,0,NA,NA,16
"161",2012-07-30,10.9585987261146,48.1146496815287,29,0,0,15,30.1981132075472,15.7169811320755,18
"162",2012-07-31,10.4108280254777,51.6974522292994,0,0,0,0,NA,NA,17
"163",2012-08-01,9.0796178343949,50.4394904458599,0,0,0,0,NA,NA,17
"164",2012-08-02,9.89490445859873,77.4936305732484,0,0,0,0,NA,NA,16
"165",2012-08-03,10.1442307692308,74.1121794871795,0,0,0,0,NA,NA,19
"166",2012-08-04,10.9871794871795,79.4871794871795,28,0,0,15,50.6847826086956,16.9565217391304,21
"167",2012-08-05,10.875,52.0576923076923,26,0,0,15,26.8653846153846,15.5576923076923,16
"168",2012-08-06,11.2339743589744,30.2724358974359,0,0,0,0,NA,NA,16
"169",2012-08-07,14.0705128205128,45.0737179487179,79,0,0,15,42.35625,17.55,22
"170",2012-08-08,14.4551282051282,84.1826923076923,63,28,0,20,70.6691176470588,19.6617647058824,24
"171",2012-08-09,13.8974358974359,81.9647435897436,69,0,0,15,54.804347826087,19.2391304347826,21
"172",2012-08-10,12.7980769230769,58.3269230769231,46,0,0,15,50.4426229508197,17.8032786885246,22
"173",2012-08-11,12.6322580645161,71.0709677419355,78,0,0,15,46.620253164557,18.2405063291139,23
"174",2012-08-12,10.5903225806452,90.6612903225806,52,0,0,15,59.0272727272727,18.5636363636364,24
"175",2012-08-13,10.474025974026,72.9805194805195,54,0,0,15,50.0916666666667,16.7,19
"176",2012-08-14,10.9318181818182,52.7532467532468,0,0,0,0,NA,NA,17
"177",2012-08-15,10.2402597402597,62.025974025974,0,0,0,0,NA,NA,19
"178",2012-08-16,9.91883116883117,82.0584415584416,33,0,0,15,46.8936170212766,17.1914893617021,25
"179",2012-08-17,10.9448051948052,84.4805194805195,50,0,0,15,45.8157894736842,15.859649122807,18
"180",2012-08-18,10.7483660130719,89.6960784313726,0,0,0,0,NA,NA,16
"181",2012-08-19,10.218954248366,141.104575163399,0,0,0,0,NA,NA,15
"182",2012-08-20,10.9052287581699,142.160130718954,26,0,0,15,138.066037735849,16.0849056603774,18
"183",2012-08-21,10.9575163398693,178.866013071895,0,0,0,0,NA,NA,23
"184",2012-08-22,8.7156862745098,118.101307189542,0,0,0,0,NA,NA,15
"185",2012-08-23,10.2516339869281,62.7058823529412,0,0,0,0,NA,NA,20
"186",2012-08-24,11.6644736842105,53.5921052631579,33,0,0,15,52.1470588235294,16.9705882352941,19
"187",2012-08-25,10.2861842105263,34.7138157894737,0,0,0,0,NA,NA,15
"188",2012-08-26,10.7861842105263,34.2434210526316,0,0,0,0,NA,NA,14
"189",2012-08-27,10.2302631578947,277.207236842105,0,0,0,0,NA,NA,14
"190",2012-08-28,10.4210526315789,252.328947368421,0,0,0,0,NA,NA,16
"191",2012-08-29,8.62582781456954,186.73178807947,0,0,0,0,NA,NA,15
"192",2012-08-30,11.62,132.543333333333,0,0,0,0,NA,NA,19
"193",2012-08-31,11.3866666666667,84.12,52,0,0,15,57.2307692307692,18.875,21
"194",2012-09-01,14.2733333333333,58.1733333333333,87,0,0,15,47.8611111111111,18.6055555555556,22
"195",2012-09-02,12.2566666666667,48.83,75,0,0,15,35.4802631578947,15.8486842105263,17
"196",2012-09-03,10.7466666666667,52.05,52,0,0,15,36.5625,16.7053571428571,19
"197",2012-09-04,9.42666666666667,65.6,0,0,0,0,NA,NA,17
"198",2012-09-05,9.49328859060403,104.778523489933,0,0,0,0,NA,NA,15
"199",2012-09-06,11.744966442953,91.9295302013423,35,0,0,15,30.75,16.2678571428571,18
"200",2012-09-07,11.8221476510067,94.0436241610738,56,0,0,15,29.8189655172414,16.9396551724138,19
"201",2012-09-08,12.2281879194631,93.2147651006711,58,0,0,15,37.3728813559322,17.2966101694915,20
"202",2012-09-09,11.6342281879195,71.2986577181208,68,0,0,15,40.5972222222222,17.0833333333333,19
"203",2012-09-10,12.3817567567568,63.8074324324324,64,0,0,15,44.955223880597,17.9253731343284,21
"204",2012-09-11,12.6689189189189,61.2195945945946,82,0,0,15,45.6341463414634,17.8475609756098,21
"205",2012-09-12,13.3716216216216,50.9087837837838,88,0,0,15,37.1079545454545,18.1022727272727,20
"206",2012-09-13,10.777027027027,61.4831081081081,37,0,0,15,41.4909090909091,16.4181818181818,18
"207",2012-09-14,8.08783783783784,66.6891891891892,0,0,0,0,NA,NA,13
"208",2012-09-15,5.65986394557823,264.527210884354,0,0,0,0,NA,NA,10
"209",2012-09-16,5.72448979591837,195.649659863946,0,0,0,0,NA,NA,12
"210",2012-09-17,11.2074829931973,228.08843537415,0,0,0,0,NA,NA,16
"211",2012-10-05,12.4026613756614,31.2389788359788,0,0,0,0,NA,NA,16
"212",2012-10-06,7.13829787234043,67.4858156028369,0,0,0,0,NA,NA,14
"213",2012-10-07,8.59574468085106,63.6808510638298,0,0,0,0,NA,NA,19
"214",2012-10-08,9.21985815602837,38.9858156028369,0,0,0,0,NA,NA,14
"215",2012-10-09,9.03900709219858,72.968085106383,35,0,0,15,44.7714285714286,16.4285714285714,18
"216",2012-10-10,10.0106382978723,61.1099290780142,0,0,0,0,NA,NA,18
"217",2012-10-11,14.4255319148936,57.6737588652482,73,40,0,20,47.2602739726027,18.7739726027397,22
"218",2012-10-12,16.4178571428571,63.2571428571429,107,33,0,20,57.8224299065421,18.8271028037383,22
"219",2012-10-13,16.6785714285714,54.3714285714286,78,0,0,15,53.2272727272727,17.4462809917355,21
"220",2012-10-14,6.13571428571429,129.646428571429,0,0,0,0,NA,NA,11
"221",2012-10-15,12.4107142857143,197.828571428571,0,0,0,0,NA,NA,16
"222",2012-10-16,9.22857142857143,72.9035714285714,0,0,0,0,NA,NA,16
"223",2012-10-17,6.27857142857143,139.025,0,0,0,0,NA,NA,12
"224",2012-10-18,6.55755395683453,71.3776978417266,0,0,0,0,NA,NA,13
"225",2012-10-19,7.77697841726619,57.3165467625899,0,0,0,0,NA,NA,13
"226",2012-10-20,11.1449275362319,57.5507246376812,41,0,0,15,46.0348837209302,15.8604651162791,17
"227",2012-10-21,15.9057971014493,59.7717391304348,95,41,0,20,50.725,19.63,24
"228",2012-10-22,15.2572463768116,48.4094202898551,69,0,0,15,44.9156626506024,16.3373493975904,19
"229",2012-10-23,17.0434782608696,53.0579710144928,70,0,0,15,53,17.34,22
"230",2012-10-24,15.1268115942029,36.7028985507246,37,0,0,15,36.5361445783133,15.8614457831325,18
"231",2012-10-25,7.11678832116788,288.036496350365,0,0,0,0,NA,NA,14
"232",2012-10-26,9.91970802919708,274.667883211679,0,0,0,0,NA,NA,16
"233",2012-10-27,8.45620437956204,251.412408759124,0,0,0,0,NA,NA,12
"234",2012-10-28,13.6240875912409,104.624087591241,66,0,0,15,140.567164179104,18.8134328358209,21
"235",2012-10-29,15.3357664233577,200.42700729927,62,0,0,15,182.671052631579,16.8618421052632,20
"236",2012-10-30,11.2262773722628,141.697080291971,0,0,0,0,NA,NA,16
"237",2012-10-31,9.94160583941606,64.2335766423358,0,0,0,0,NA,NA,15
"238",2012-11-01,11.5625,57.313010620915,33,0,0,15,40.56,16.01,18
"239",2012-11-02,10.2536764705882,60.7683823529412,0,0,0,0,NA,NA,15
"240",2012-11-03,10.2037037037037,63.7814814814815,0,0,0,0,NA,NA,17
"241",2012-11-04,9,52.2296296296296,0,0,0,0,NA,NA,17
"242",2012-11-05,6.06666666666667,36.0555555555556,0,0,0,0,NA,NA,12
"243",2012-11-06,7.57037037037037,266.188888888889,0,0,0,0,NA,NA,15
"244",2012-11-07,14.5444444444444,215.574074074074,50,0,0,15,255.219298245614,17.1666666666667,19
"245",2012-11-08,12.4333333333333,46.6222222222222,0,0,0,0,NA,NA,16
"246",2012-11-09,12.0555555555556,64.9555555555555,63,0,0,15,47.2936507936508,17.9285714285714,22
"247",2012-11-10,14.8059701492537,71.5858208955224,85,43,0,20,54.8411764705882,19.7235294117647,26
"248",2012-11-11,13.2425373134328,71.0111940298507,59,0,0,15,55.4915254237288,19.0254237288136,24
"249",2012-11-12,10.5037313432836,55.7723880597015,0,0,0,0,NA,NA,16
"250",2012-11-13,8.05223880597015,49.2761194029851,0,0,0,0,NA,NA,14
"251",2012-11-14,6.5531914893617,51.7659574468085,0,0,0,0,NA,NA,10
"252",2012-11-19,11.219387755102,275.821428571429,0,0,0,0,NA,NA,16
"253",2012-11-20,11.4128787878788,64.3030303030303,31,0,0,15,50.1826923076923,17.8461538461538,26
"254",2012-11-21,13.0332491582492,50.9330808080808,0,0,0,0,NA,NA,17
"255",2012-11-22,10.6628787878788,75.4768518518518,37,0,0,15,43.4486111111111,16.3,19
"256",2012-11-23,10.6797138047138,64.2773569023569,0,0,0,0,NA,NA,16.5
"257",2012-11-24,11.2083333333333,32.0530303030303,0,0,0,0,NA,NA,14
"258",2012-11-25,7.61742424242424,63.0075757575758,0,0,0,0,NA,NA,15
"259",2012-11-26,9.5,48.3053435114504,0,0,0,0,NA,NA,15
"260",2012-11-27,6.85114503816794,142.5,0,0,0,0,NA,NA,14
"261",2012-11-28,9.98192044997991,68.2746082764162,0,0,0,0,NA,NA,14
"262",2012-11-29,11.3722222222222,57.2433333333333,0,0,0,0,NA,NA,16
"263",2012-11-30,9.10851505711319,144.467808930426,0,0,0,0,NA,NA,13
"264",2012-12-01,10.736641221374,65.0267175572519,0,0,0,0,NA,NA,15
"265",2012-12-02,13.6450381679389,58.4007633587786,58,30,0,20,50.4655172413793,19.3965517241379,23
"266",2012-12-03,12.5343511450382,59.3511450381679,62,0,0,15,47.5873015873016,17.3968253968254,21
"267",2012-12-04,12.4769230769231,61.0230769230769,55,0,0,15,45.3090909090909,17.1363636363636,19.5
"268",2012-12-05,8.54230769230769,172.380769230769,0,0,0,0,NA,NA,16
"269",2012-12-06,8.11450381679389,248.038167938931,0,0,0,0,NA,NA,15
"270",2012-12-07,7.3125,81.0260416666667,0,0,0,0,NA,NA,16
"271",2012-12-09,8,109,0,0,0,0,NA,NA,8
"272",2012-12-13,16.5847222222222,35.4944444444444,40,0,0,15,35.4944444444444,16.5847222222222,18
"273",2012-12-14,10.8316239316239,37.6104273504274,0,0,0,0,NA,NA,16
"274",2012-12-15,9.78461538461539,73.75,0,0,0,0,NA,NA,16
"275",2012-12-16,10.0461538461538,114.446153846154,0,0,0,0,NA,NA,17
"276",2012-12-17,12.1620879120879,114.898901098901,42,0,0,15,27.3928571428571,16.2261904761905,19
"277",2012-12-18,9.21538461538461,82.1269230769231,0,0,0,0,NA,NA,15
"278",2012-12-19,9.18076923076923,105.646153846154,0,0,0,0,NA,NA,19
"279",2012-12-20,10.2153846153846,91.8653846153846,0,0,0,0,NA,NA,16
"280",2012-12-21,24.6230769230769,34.2346153846154,130,130,54,25,34.2346153846154,24.6230769230769,27
"281",2012-12-22,18.3153846153846,48.9,130,0,0,15,48.9,18.3153846153846,21
"282",2012-12-23,11.9115384615385,71.5769230769231,41,0,0,15,51.1525423728814,16.1101694915254,19
"283",2012-12-24,9.78076923076923,101.319230769231,31,0,0,15,52.4861111111111,16.0972222222222,18
"284",2012-12-25,10.4692307692308,136.915384615385,0,0,0,0,NA,NA,18
"285",2012-12-26,9.51538461538462,231.915384615385,44,29,0,20,79.0454545454545,20.8068181818182,22
"286",2012-12-27,12.6576923076923,53.2423076923077,0,0,0,0,NA,NA,18
"287",2012-12-28,11.8269230769231,137.803846153846,0,0,0,0,NA,NA,17
"288",2012-12-29,12.0381679389313,150.290076335878,46,33,27,25,76.1739130434783,23.9673913043478,30
"289",2012-12-30,19.236641221374,52.1832061068702,131,0,0,15,52.1832061068702,19.236641221374,21
"290",2012-12-31,13.9427480916031,58.3282442748092,80,0,0,15,48.68125,17.65625,19
"291",2013-01-01,9.48846153846154,99.8615384615385,0,0,0,0,NA,NA,15
"292",2013-01-02,9.38076923076923,57.9038461538462,0,0,0,0,NA,NA,14
"293",2013-01-03,8.01153846153846,192.453846153846,0,0,0,0,NA,NA,12
"294",2013-01-04,13.2115384615385,54.2615384615385,43,0,0,15,45.9150943396226,16.0943396226415,18
"295",2013-01-05,10.5461538461538,65.4230769230769,37,0,0,15,38.472972972973,16.1216216216216,17
"296",2013-01-06,9.02671755725191,246.81679389313,0,0,0,0,NA,NA,18
"297",2013-01-07,14.2900763358779,51.2709923664122,31,0,0,15,40.28,17.18,20
"298",2013-01-08,11.4198473282443,81.8473282442748,50,0,0,15,59.28,17.87,19
"299",2013-01-09,11.5076335877863,113.064885496183,0,0,0,0,NA,NA,19
